"Model","Region","Scenario","Year","Item","Variable","value"
"IMAGE","IND","SSP2_noTCrops_CO2","2005","RIC","YENDO",3.12769287109375
"IMAGE","OAS","SSP2_noTCrops_CO2","2005","RIC","YENDO",3.671796875
"IMAGE","OSA","SSP2_noTCrops_CO2","2005","RIC","YENDO",4.86941676475246
"IMAGE","SEA","SSP2_noTCrops_CO2","2005","RIC","YENDO",4.07976937013958
"IMAGE","SSA","SSP2_noTCrops_CO2","2005","RIC","YENDO",1.78667055376392
"IMAGE","USA","SSP2_noTCrops_CO2","2005","RIC","YENDO",7.28773071289063
"IMAGE","WLD","SSP2_noTCrops_CO2","2005","RIC","YENDO",4.16368499755859
"IMAGE","BRA","SSP2_T_CO2","2005","RIC","YENDO",3.63092498779297
"IMAGE","CHN","SSP2_T_CO2","2005","RIC","YENDO",6.62878723144531
"IMAGE","IND","SSP2_T_CO2","2005","RIC","YENDO",3.12769287109375
"IMAGE","OAS","SSP2_T_CO2","2005","RIC","YENDO",3.671796875
"IMAGE","OSA","SSP2_T_CO2","2005","RIC","YENDO",4.86941676475246
"IMAGE","SEA","SSP2_T_CO2","2005","RIC","YENDO",4.07976937013958
"IMAGE","SSA","SSP2_T_CO2","2005","RIC","YENDO",1.78667055376392
"IMAGE","USA","SSP2_T_CO2","2005","RIC","YENDO",7.28773071289063
"IMAGE","WLD","SSP2_T_CO2","2005","RIC","YENDO",4.16368499755859
"IMAGE","BRA","SSP2_T_noCO2","2005","RIC","YENDO",3.63092498779297
"IMAGE","CHN","SSP2_T_noCO2","2005","RIC","YENDO",6.62878723144531
"IMAGE","IND","SSP2_T_noCO2","2005","RIC","YENDO",3.12769287109375
"IMAGE","OAS","SSP2_T_noCO2","2005","RIC","YENDO",3.671796875
"IMAGE","OSA","SSP2_T_noCO2","2005","RIC","YENDO",4.86941676475246
"IMAGE","SEA","SSP2_T_noCO2","2005","RIC","YENDO",4.07976937013958
"IMAGE","SSA","SSP2_T_noCO2","2005","RIC","YENDO",1.78667055376392
"IMAGE","USA","SSP2_T_noCO2","2005","RIC","YENDO",7.28773071289063
"IMAGE","WLD","SSP2_T_noCO2","2005","RIC","YENDO",4.16368499755859
"IMAGE","BRA","SSP1","2010","RIC","YENDO",3.69787506103516
"IMAGE","CHN","SSP1","2010","RIC","YENDO",7.33089904785156
"IMAGE","IND","SSP1","2010","RIC","YENDO",3.35875305175781
"IMAGE","OAS","SSP1","2010","RIC","YENDO",3.94166412353516
"IMAGE","OSA","SSP1","2010","RIC","YENDO",5.15409872979353
"IMAGE","SEA","SSP1","2010","RIC","YENDO",4.19213040708899
"IMAGE","SSA","SSP1","2010","RIC","YENDO",1.82684810314736
"IMAGE","USA","SSP1","2010","RIC","YENDO",7.52145080566406
"IMAGE","WLD","SSP1","2010","RIC","YENDO",4.43414886474609
"IMAGE","BRA","SSP2","2010","RIC","YENDO",3.69726715087891
"IMAGE","CHN","SSP2","2010","RIC","YENDO",7.32958679199219
"IMAGE","IND","SSP2","2010","RIC","YENDO",3.36333312988281
"IMAGE","OAS","SSP2","2010","RIC","YENDO",3.92038513183594
"IMAGE","OSA","SSP2","2010","RIC","YENDO",5.15185671665915
"IMAGE","SEA","SSP2","2010","RIC","YENDO",4.1909693166339
"IMAGE","SSA","SSP2","2010","RIC","YENDO",1.85689315475161
"IMAGE","USA","SSP2","2010","RIC","YENDO",7.63407409667969
"IMAGE","WLD","SSP2","2010","RIC","YENDO",4.43619995117187
"IMAGE","BRA","SSP3","2010","RIC","YENDO",3.69733306884766
"IMAGE","CHN","SSP3","2010","RIC","YENDO",7.32960815429688
"IMAGE","IND","SSP3","2010","RIC","YENDO",3.36335998535156
"IMAGE","OAS","SSP3","2010","RIC","YENDO",3.92159698486328
"IMAGE","OSA","SSP3","2010","RIC","YENDO",5.15044660829136
"IMAGE","SEA","SSP3","2010","RIC","YENDO",4.19009674906714
"IMAGE","SSA","SSP3","2010","RIC","YENDO",1.85635769116963
"IMAGE","USA","SSP3","2010","RIC","YENDO",7.64233825683594
"IMAGE","WLD","SSP3","2010","RIC","YENDO",4.43615905761719
"IMAGE","BRA","SSP4","2010","RIC","YENDO",3.69718902587891
"IMAGE","CHN","SSP4","2010","RIC","YENDO",7.32951293945313
"IMAGE","IND","SSP4","2010","RIC","YENDO",3.36331512451172
"IMAGE","OAS","SSP4","2010","RIC","YENDO",3.91873901367188
"IMAGE","OSA","SSP4","2010","RIC","YENDO",5.15226093987668
"IMAGE","SEA","SSP4","2010","RIC","YENDO",4.18925622201147
"IMAGE","SSA","SSP4","2010","RIC","YENDO",1.86003412546026
"IMAGE","USA","SSP4","2010","RIC","YENDO",7.63862426757813
"IMAGE","WLD","SSP4","2010","RIC","YENDO",4.43673187255859
"IMAGE","BRA","SSP5","2010","RIC","YENDO",3.65893707275391
"IMAGE","CHN","SSP5","2010","RIC","YENDO",7.328154296875
"IMAGE","IND","SSP5","2010","RIC","YENDO",3.33234008789062
"IMAGE","OAS","SSP5","2010","RIC","YENDO",3.883671875
"IMAGE","OSA","SSP5","2010","RIC","YENDO",5.11388295528794
"IMAGE","SEA","SSP5","2010","RIC","YENDO",4.16895127632337
"IMAGE","SSA","SSP5","2010","RIC","YENDO",1.82914615132451
"IMAGE","USA","SSP5","2010","RIC","YENDO",7.5946142578125
"IMAGE","WLD","SSP5","2010","RIC","YENDO",4.412998046875
"IMAGE","BRA","SSP2_noT_CO2","2010","RIC","YENDO",3.70607086181641
"IMAGE","CHN","SSP2_noT_CO2","2010","RIC","YENDO",7.33452697753906
"IMAGE","IND","SSP2_noT_CO2","2010","RIC","YENDO",3.35867309570312
"IMAGE","OAS","SSP2_noT_CO2","2010","RIC","YENDO",3.94372985839844
"IMAGE","OSA","SSP2_noT_CO2","2010","RIC","YENDO",5.14905612340105
"IMAGE","SEA","SSP2_noT_CO2","2010","RIC","YENDO",4.19332996984466
"IMAGE","SSA","SSP2_noT_CO2","2010","RIC","YENDO",1.85120523554922
"IMAGE","USA","SSP2_noT_CO2","2010","RIC","YENDO",7.42185180664062
"IMAGE","WLD","SSP2_noT_CO2","2010","RIC","YENDO",4.437080078125
"IMAGE","BRA","SSP2_noT_noCO2","2010","RIC","YENDO",3.70599609375
"IMAGE","CHN","SSP2_noT_noCO2","2010","RIC","YENDO",7.33367614746094
"IMAGE","IND","SSP2_noT_noCO2","2010","RIC","YENDO",3.35823089599609
"IMAGE","OAS","SSP2_noT_noCO2","2010","RIC","YENDO",3.94317596435547
"IMAGE","OSA","SSP2_noT_noCO2","2010","RIC","YENDO",5.14864208556034
"IMAGE","SEA","SSP2_noT_noCO2","2010","RIC","YENDO",4.19305369719387
"IMAGE","SSA","SSP2_noT_noCO2","2010","RIC","YENDO",1.85125862270639
"IMAGE","USA","SSP2_noT_noCO2","2010","RIC","YENDO",7.42167724609375
"IMAGE","WLD","SSP2_noT_noCO2","2010","RIC","YENDO",4.43623809814453
"IMAGE","BRA","SSP2_noTCrops_CO2","2010","RIC","YENDO",3.70562896728516
"IMAGE","CHN","SSP2_noTCrops_CO2","2010","RIC","YENDO",7.3288720703125
"IMAGE","IND","SSP2_noTCrops_CO2","2010","RIC","YENDO",3.35654205322266
"IMAGE","OAS","SSP2_noTCrops_CO2","2010","RIC","YENDO",3.94045806884766
"IMAGE","OSA","SSP2_noTCrops_CO2","2010","RIC","YENDO",5.14539528253054
"IMAGE","SEA","SSP2_noTCrops_CO2","2010","RIC","YENDO",4.1902206516673
"IMAGE","SSA","SSP2_noTCrops_CO2","2010","RIC","YENDO",1.85221554144665
"IMAGE","USA","SSP2_noTCrops_CO2","2010","RIC","YENDO",7.42024475097656
"IMAGE","WLD","SSP2_noTCrops_CO2","2010","RIC","YENDO",4.43447204589844
"IMAGE","BRA","SSP2_T_CO2","2010","RIC","YENDO",3.70607086181641
"IMAGE","CHN","SSP2_T_CO2","2010","RIC","YENDO",7.33452697753906
"IMAGE","IND","SSP2_T_CO2","2010","RIC","YENDO",3.35867309570312
"IMAGE","OAS","SSP2_T_CO2","2010","RIC","YENDO",3.94372985839844
"IMAGE","OSA","SSP2_T_CO2","2010","RIC","YENDO",5.14905612340105
"IMAGE","SEA","SSP2_T_CO2","2010","RIC","YENDO",4.19332996984466
"IMAGE","SSA","SSP2_T_CO2","2010","RIC","YENDO",1.85120523554922
"IMAGE","USA","SSP2_T_CO2","2010","RIC","YENDO",7.42185180664062
"IMAGE","WLD","SSP2_T_CO2","2010","RIC","YENDO",4.437080078125
"IMAGE","BRA","SSP2_T_noCO2","2010","RIC","YENDO",3.70599609375
"IMAGE","CHN","SSP2_T_noCO2","2010","RIC","YENDO",7.33367614746094
"IMAGE","IND","SSP2_T_noCO2","2010","RIC","YENDO",3.35823089599609
"IMAGE","OAS","SSP2_T_noCO2","2010","RIC","YENDO",3.94317596435547
"IMAGE","OSA","SSP2_T_noCO2","2010","RIC","YENDO",5.14864208556034
"IMAGE","SEA","SSP2_T_noCO2","2010","RIC","YENDO",4.19305369719387
"IMAGE","SSA","SSP2_T_noCO2","2010","RIC","YENDO",1.85125862270639
"IMAGE","USA","SSP2_T_noCO2","2010","RIC","YENDO",7.42167724609375
"IMAGE","WLD","SSP2_T_noCO2","2010","RIC","YENDO",4.43623809814453
"IMAGE","BRA","SSP2_noT_CO2","2015","RIC","YENDO",3.8162060546875
"IMAGE","CHN","SSP2_noT_CO2","2015","RIC","YENDO",7.90514770507813
"IMAGE","IND","SSP2_noT_CO2","2015","RIC","YENDO",3.56284210205078
"IMAGE","OAS","SSP2_noT_CO2","2015","RIC","YENDO",4.1835009765625
"IMAGE","OSA","SSP2_noT_CO2","2015","RIC","YENDO",5.53826983532533
"IMAGE","SEA","SSP2_noT_CO2","2015","RIC","YENDO",4.32925847097938
"IMAGE","SSA","SSP2_noT_CO2","2015","RIC","YENDO",1.9770008645598
"IMAGE","USA","SSP2_noT_CO2","2015","RIC","YENDO",7.60960083007812
"IMAGE","WLD","SSP2_noT_CO2","2015","RIC","YENDO",4.68470794677734
"IMAGE","BRA","SSP2_noT_noCO2","2015","RIC","YENDO",3.81531707763672
"IMAGE","CHN","SSP2_noT_noCO2","2015","RIC","YENDO",7.89825073242188
"IMAGE","IND","SSP2_noT_noCO2","2015","RIC","YENDO",3.55912414550781
"IMAGE","OAS","SSP2_noT_noCO2","2015","RIC","YENDO",4.17848785400391
"IMAGE","OSA","SSP2_noT_noCO2","2015","RIC","YENDO",5.53401516139524
"IMAGE","SEA","SSP2_noT_noCO2","2015","RIC","YENDO",4.32714020287024
"IMAGE","SSA","SSP2_noT_noCO2","2015","RIC","YENDO",1.97560241680031
"IMAGE","USA","SSP2_noT_noCO2","2015","RIC","YENDO",7.60776672363281
"IMAGE","WLD","SSP2_noT_noCO2","2015","RIC","YENDO",4.680419921875
"IMAGE","BRA","SSP2_noTCrops_CO2","2015","RIC","YENDO",3.81344390869141
"IMAGE","CHN","SSP2_noTCrops_CO2","2015","RIC","YENDO",7.87617370605469
"IMAGE","IND","SSP2_noTCrops_CO2","2015","RIC","YENDO",3.55360504150391
"IMAGE","OAS","SSP2_noTCrops_CO2","2015","RIC","YENDO",4.17180389404297
"IMAGE","OSA","SSP2_noTCrops_CO2","2015","RIC","YENDO",5.53180335622388
"IMAGE","SEA","SSP2_noTCrops_CO2","2015","RIC","YENDO",4.32372301557627
"IMAGE","SSA","SSP2_noTCrops_CO2","2015","RIC","YENDO",1.97778633087768
"IMAGE","USA","SSP2_noTCrops_CO2","2015","RIC","YENDO",7.60105529785156
"IMAGE","WLD","SSP2_noTCrops_CO2","2015","RIC","YENDO",4.67307312011719
"IMAGE","BRA","SSP2_T_CO2","2015","RIC","YENDO",3.8162060546875
"IMAGE","CHN","SSP2_T_CO2","2015","RIC","YENDO",7.90514770507813
"IMAGE","IND","SSP2_T_CO2","2015","RIC","YENDO",3.56284210205078
"IMAGE","OAS","SSP2_T_CO2","2015","RIC","YENDO",4.1835009765625
"IMAGE","OSA","SSP2_T_CO2","2015","RIC","YENDO",5.53826983532533
"IMAGE","SEA","SSP2_T_CO2","2015","RIC","YENDO",4.32925847097938
"IMAGE","SSA","SSP2_T_CO2","2015","RIC","YENDO",1.9770008645598
"IMAGE","USA","SSP2_T_CO2","2015","RIC","YENDO",7.60960083007812
"IMAGE","WLD","SSP2_T_CO2","2015","RIC","YENDO",4.68470794677734
"IMAGE","BRA","SSP2_T_noCO2","2015","RIC","YENDO",3.81531707763672
"IMAGE","CHN","SSP2_T_noCO2","2015","RIC","YENDO",7.89825073242188
"IMAGE","IND","SSP2_T_noCO2","2015","RIC","YENDO",3.55912414550781
"IMAGE","OAS","SSP2_T_noCO2","2015","RIC","YENDO",4.17848785400391
"IMAGE","OSA","SSP2_T_noCO2","2015","RIC","YENDO",5.53401516139524
"IMAGE","SEA","SSP2_T_noCO2","2015","RIC","YENDO",4.32714020287024
"IMAGE","SSA","SSP2_T_noCO2","2015","RIC","YENDO",1.97560241680031
"IMAGE","USA","SSP2_T_noCO2","2015","RIC","YENDO",7.60776672363281
"IMAGE","WLD","SSP2_T_noCO2","2015","RIC","YENDO",4.680419921875
"IMAGE","BRA","SSP1","2020","RIC","YENDO",3.81512390136719
"IMAGE","CHN","SSP1","2020","RIC","YENDO",8.33000183105469
"IMAGE","IND","SSP1","2020","RIC","YENDO",3.74793701171875
"IMAGE","OAS","SSP1","2020","RIC","YENDO",4.39849304199219
"IMAGE","OSA","SSP1","2020","RIC","YENDO",5.79928499252879
"IMAGE","SEA","SSP1","2020","RIC","YENDO",4.47455821140507
"IMAGE","SSA","SSP1","2020","RIC","YENDO",2.06106202530008
"IMAGE","USA","SSP1","2020","RIC","YENDO",7.85569702148438
"IMAGE","WLD","SSP1","2020","RIC","YENDO",4.89141693115234
"IMAGE","BRA","SSP2","2020","RIC","YENDO",3.91345794677734
"IMAGE","CHN","SSP2","2020","RIC","YENDO",8.42052490234375
"IMAGE","IND","SSP2","2020","RIC","YENDO",3.75610412597656
"IMAGE","OAS","SSP2","2020","RIC","YENDO",4.37821197509766
"IMAGE","OSA","SSP2","2020","RIC","YENDO",5.92693523493953
"IMAGE","SEA","SSP2","2020","RIC","YENDO",4.45695873379191
"IMAGE","SSA","SSP2","2020","RIC","YENDO",2.11104813525747
"IMAGE","USA","SSP2","2020","RIC","YENDO",8.00441284179687
"IMAGE","WLD","SSP2","2020","RIC","YENDO",4.90890411376953
"IMAGE","BRA","SSP3","2020","RIC","YENDO",4.03158905029297
"IMAGE","CHN","SSP3","2020","RIC","YENDO",8.49823303222656
"IMAGE","IND","SSP3","2020","RIC","YENDO",3.75844512939453
"IMAGE","OAS","SSP3","2020","RIC","YENDO",4.38237701416016
"IMAGE","OSA","SSP3","2020","RIC","YENDO",6.12458839479626
"IMAGE","SEA","SSP3","2020","RIC","YENDO",4.45955186937852
"IMAGE","SSA","SSP3","2020","RIC","YENDO",2.13924774720489
"IMAGE","USA","SSP3","2020","RIC","YENDO",8.02213989257812
"IMAGE","WLD","SSP3","2020","RIC","YENDO",4.93293609619141
"IMAGE","BRA","SSP4","2020","RIC","YENDO",3.91932312011719
"IMAGE","CHN","SSP4","2020","RIC","YENDO",8.42644226074219
"IMAGE","IND","SSP4","2020","RIC","YENDO",3.74314605712891
"IMAGE","OAS","SSP4","2020","RIC","YENDO",4.36133911132813
"IMAGE","OSA","SSP4","2020","RIC","YENDO",5.94585397205353
"IMAGE","SEA","SSP4","2020","RIC","YENDO",4.45624802240567
"IMAGE","SSA","SSP4","2020","RIC","YENDO",2.1382254941152
"IMAGE","USA","SSP4","2020","RIC","YENDO",8.05194885253906
"IMAGE","WLD","SSP4","2020","RIC","YENDO",4.90648986816406
"IMAGE","BRA","SSP5","2020","RIC","YENDO",3.91667388916016
"IMAGE","CHN","SSP5","2020","RIC","YENDO",8.49404479980469
"IMAGE","IND","SSP5","2020","RIC","YENDO",3.66546905517578
"IMAGE","OAS","SSP5","2020","RIC","YENDO",4.27393310546875
"IMAGE","OSA","SSP5","2020","RIC","YENDO",5.99652898561109
"IMAGE","SEA","SSP5","2020","RIC","YENDO",4.39632659192924
"IMAGE","SSA","SSP5","2020","RIC","YENDO",2.0571242931542
"IMAGE","USA","SSP5","2020","RIC","YENDO",7.88719482421875
"IMAGE","WLD","SSP5","2020","RIC","YENDO",4.86295684814453
"IMAGE","BRA","SSP2_noT_CO2","2020","RIC","YENDO",3.93036407470703
"IMAGE","CHN","SSP2_noT_CO2","2020","RIC","YENDO",8.48632385253906
"IMAGE","IND","SSP2_noT_CO2","2020","RIC","YENDO",3.77567413330078
"IMAGE","OAS","SSP2_noT_CO2","2020","RIC","YENDO",4.43126312255859
"IMAGE","OSA","SSP2_noT_CO2","2020","RIC","YENDO",5.9304519678773
"IMAGE","SEA","SSP2_noT_CO2","2020","RIC","YENDO",4.47359325461312
"IMAGE","SSA","SSP2_noT_CO2","2020","RIC","YENDO",2.10720562325956
"IMAGE","USA","SSP2_noT_CO2","2020","RIC","YENDO",7.79805908203125
"IMAGE","WLD","SSP2_noT_CO2","2020","RIC","YENDO",4.93809906005859
"IMAGE","BRA","SSP2_noT_noCO2","2020","RIC","YENDO",3.92694793701172
"IMAGE","CHN","SSP2_noT_noCO2","2020","RIC","YENDO",8.46292785644531
"IMAGE","IND","SSP2_noT_noCO2","2020","RIC","YENDO",3.76286895751953
"IMAGE","OAS","SSP2_noT_noCO2","2020","RIC","YENDO",4.41337188720703
"IMAGE","OSA","SSP2_noT_noCO2","2020","RIC","YENDO",5.91488012441488
"IMAGE","SEA","SSP2_noT_noCO2","2020","RIC","YENDO",4.46678698618903
"IMAGE","SSA","SSP2_noT_noCO2","2020","RIC","YENDO",2.10252281285106
"IMAGE","USA","SSP2_noT_noCO2","2020","RIC","YENDO",7.79078674316406
"IMAGE","WLD","SSP2_noT_noCO2","2020","RIC","YENDO",4.92474487304688
"IMAGE","BRA","SSP2_noTCrops_CO2","2020","RIC","YENDO",3.92125885009766
"IMAGE","CHN","SSP2_noTCrops_CO2","2020","RIC","YENDO",8.42347412109375
"IMAGE","IND","SSP2_noTCrops_CO2","2020","RIC","YENDO",3.75066802978516
"IMAGE","OAS","SSP2_noTCrops_CO2","2020","RIC","YENDO",4.40315093994141
"IMAGE","OSA","SSP2_noTCrops_CO2","2020","RIC","YENDO",5.92084685065237
"IMAGE","SEA","SSP2_noTCrops_CO2","2020","RIC","YENDO",4.4580868173227
"IMAGE","SSA","SSP2_noTCrops_CO2","2020","RIC","YENDO",2.10007181940771
"IMAGE","USA","SSP2_noTCrops_CO2","2020","RIC","YENDO",7.78186584472656
"IMAGE","WLD","SSP2_noTCrops_CO2","2020","RIC","YENDO",4.90943786621094
"IMAGE","BRA","SSP2_T_CO2","2020","RIC","YENDO",3.92986297607422
"IMAGE","CHN","SSP2_T_CO2","2020","RIC","YENDO",8.48564514160156
"IMAGE","IND","SSP2_T_CO2","2020","RIC","YENDO",3.77305999755859
"IMAGE","OAS","SSP2_T_CO2","2020","RIC","YENDO",4.42967712402344
"IMAGE","OSA","SSP2_T_CO2","2020","RIC","YENDO",5.92917439010369
"IMAGE","SEA","SSP2_T_CO2","2020","RIC","YENDO",4.47252554333708
"IMAGE","SSA","SSP2_T_CO2","2020","RIC","YENDO",2.10634012775383
"IMAGE","USA","SSP2_T_CO2","2020","RIC","YENDO",7.79920227050781
"IMAGE","WLD","SSP2_T_CO2","2020","RIC","YENDO",4.93625213623047
"IMAGE","BRA","SSP2_T_noCO2","2020","RIC","YENDO",3.92647186279297
"IMAGE","CHN","SSP2_T_noCO2","2020","RIC","YENDO",8.46254211425781
"IMAGE","IND","SSP2_T_noCO2","2020","RIC","YENDO",3.75992889404297
"IMAGE","OAS","SSP2_T_noCO2","2020","RIC","YENDO",4.41166687011719
"IMAGE","OSA","SSP2_T_noCO2","2020","RIC","YENDO",5.91376507698637
"IMAGE","SEA","SSP2_T_noCO2","2020","RIC","YENDO",4.46576093825209
"IMAGE","SSA","SSP2_T_noCO2","2020","RIC","YENDO",2.10145803908754
"IMAGE","USA","SSP2_T_noCO2","2020","RIC","YENDO",7.79197692871094
"IMAGE","WLD","SSP2_T_noCO2","2020","RIC","YENDO",4.92296997070313
"IMAGE","BRA","SSP2_noT_CO2","2025","RIC","YENDO",3.98733184814453
"IMAGE","CHN","SSP2_noT_CO2","2025","RIC","YENDO",8.71420776367188
"IMAGE","IND","SSP2_noT_CO2","2025","RIC","YENDO",3.92671600341797
"IMAGE","OAS","SSP2_noT_CO2","2025","RIC","YENDO",4.59331298828125
"IMAGE","OSA","SSP2_noT_CO2","2025","RIC","YENDO",6.20855324063103
"IMAGE","SEA","SSP2_noT_CO2","2025","RIC","YENDO",4.57321911094757
"IMAGE","SSA","SSP2_noT_CO2","2025","RIC","YENDO",2.30347923855215
"IMAGE","USA","SSP2_noT_CO2","2025","RIC","YENDO",7.94405700683594
"IMAGE","WLD","SSP2_noT_CO2","2025","RIC","YENDO",5.09144805908203
"IMAGE","BRA","SSP2_noT_noCO2","2025","RIC","YENDO",3.97983795166016
"IMAGE","CHN","SSP2_noT_noCO2","2025","RIC","YENDO",8.66648315429688
"IMAGE","IND","SSP2_noT_noCO2","2025","RIC","YENDO",3.89850708007813
"IMAGE","OAS","SSP2_noT_noCO2","2025","RIC","YENDO",4.55757110595703
"IMAGE","OSA","SSP2_noT_noCO2","2025","RIC","YENDO",6.17181316166212
"IMAGE","SEA","SSP2_noT_noCO2","2025","RIC","YENDO",4.55827489287898
"IMAGE","SSA","SSP2_noT_noCO2","2025","RIC","YENDO",2.28974461281228
"IMAGE","USA","SSP2_noT_noCO2","2025","RIC","YENDO",7.92784912109375
"IMAGE","WLD","SSP2_noT_noCO2","2025","RIC","YENDO",5.06320404052734
"IMAGE","BRA","SSP2_noTCrops_CO2","2025","RIC","YENDO",3.97256408691406
"IMAGE","CHN","SSP2_noTCrops_CO2","2025","RIC","YENDO",8.6174169921875
"IMAGE","IND","SSP2_noTCrops_CO2","2025","RIC","YENDO",3.87738708496094
"IMAGE","OAS","SSP2_noTCrops_CO2","2025","RIC","YENDO",4.55191711425781
"IMAGE","OSA","SSP2_noTCrops_CO2","2025","RIC","YENDO",6.19606715537581
"IMAGE","SEA","SSP2_noTCrops_CO2","2025","RIC","YENDO",4.54557396904782
"IMAGE","SSA","SSP2_noTCrops_CO2","2025","RIC","YENDO",2.28249830441236
"IMAGE","USA","SSP2_noTCrops_CO2","2025","RIC","YENDO",7.91559997558594
"IMAGE","WLD","SSP2_noTCrops_CO2","2025","RIC","YENDO",5.04352508544922
"IMAGE","BRA","SSP2_T_CO2","2025","RIC","YENDO",3.98544097900391
"IMAGE","CHN","SSP2_T_CO2","2025","RIC","YENDO",8.71229919433594
"IMAGE","IND","SSP2_T_CO2","2025","RIC","YENDO",3.91625213623047
"IMAGE","OAS","SSP2_T_CO2","2025","RIC","YENDO",4.58758087158203
"IMAGE","OSA","SSP2_T_CO2","2025","RIC","YENDO",6.20320639857378
"IMAGE","SEA","SSP2_T_CO2","2025","RIC","YENDO",4.56914614500557
"IMAGE","SSA","SSP2_T_CO2","2025","RIC","YENDO",2.2988889459715
"IMAGE","USA","SSP2_T_CO2","2025","RIC","YENDO",7.94928588867188
"IMAGE","WLD","SSP2_T_CO2","2025","RIC","YENDO",5.08496612548828
"IMAGE","BRA","SSP2_T_noCO2","2025","RIC","YENDO",3.97799591064453
"IMAGE","CHN","SSP2_T_noCO2","2025","RIC","YENDO",8.66522583007812
"IMAGE","IND","SSP2_T_noCO2","2025","RIC","YENDO",3.88661193847656
"IMAGE","OAS","SSP2_T_noCO2","2025","RIC","YENDO",4.55024688720703
"IMAGE","OSA","SSP2_T_noCO2","2025","RIC","YENDO",6.16728262753887
"IMAGE","SEA","SSP2_T_noCO2","2025","RIC","YENDO",4.55415254561455
"IMAGE","SSA","SSP2_T_noCO2","2025","RIC","YENDO",2.28439757584284
"IMAGE","USA","SSP2_T_noCO2","2025","RIC","YENDO",7.93377197265625
"IMAGE","WLD","SSP2_T_noCO2","2025","RIC","YENDO",5.05580108642578
"IMAGE","BRA","SSP1","2030","RIC","YENDO",3.86197906494141
"IMAGE","CHN","SSP1","2030","RIC","YENDO",8.77547973632812
"IMAGE","IND","SSP1","2030","RIC","YENDO",4.02365509033203
"IMAGE","OAS","SSP1","2030","RIC","YENDO",4.72225891113281
"IMAGE","OSA","SSP1","2030","RIC","YENDO",6.33714941005544
"IMAGE","SEA","SSP1","2030","RIC","YENDO",4.70428002908453
"IMAGE","SSA","SSP1","2030","RIC","YENDO",2.50299180465896
"IMAGE","USA","SSP1","2030","RIC","YENDO",8.14945617675781
"IMAGE","WLD","SSP1","2030","RIC","YENDO",5.20059814453125
"IMAGE","BRA","SSP2","2030","RIC","YENDO",4.01799499511719
"IMAGE","CHN","SSP2","2030","RIC","YENDO",8.80762329101563
"IMAGE","IND","SSP2","2030","RIC","YENDO",4.00927001953125
"IMAGE","OAS","SSP2","2030","RIC","YENDO",4.67331512451172
"IMAGE","OSA","SSP2","2030","RIC","YENDO",6.47740811566271
"IMAGE","SEA","SSP2","2030","RIC","YENDO",4.6331730507194
"IMAGE","SSA","SSP2","2030","RIC","YENDO",2.47994838487109
"IMAGE","USA","SSP2","2030","RIC","YENDO",8.27458801269531
"IMAGE","WLD","SSP2","2030","RIC","YENDO",5.17805908203125
"IMAGE","BRA","SSP3","2030","RIC","YENDO",4.2832080078125
"IMAGE","CHN","SSP3","2030","RIC","YENDO",8.78467529296875
"IMAGE","IND","SSP3","2030","RIC","YENDO",3.93585113525391
"IMAGE","OAS","SSP3","2030","RIC","YENDO",4.58942810058594
"IMAGE","OSA","SSP3","2030","RIC","YENDO",6.73882145941371
"IMAGE","SEA","SSP3","2030","RIC","YENDO",4.59695786300299
"IMAGE","SSA","SSP3","2030","RIC","YENDO",2.47707478264499
"IMAGE","USA","SSP3","2030","RIC","YENDO",8.2260009765625
"IMAGE","WLD","SSP3","2030","RIC","YENDO",5.14985229492188
"IMAGE","BRA","SSP4","2030","RIC","YENDO",4.05101989746094
"IMAGE","CHN","SSP4","2030","RIC","YENDO",8.76343872070312
"IMAGE","IND","SSP4","2030","RIC","YENDO",3.9487451171875
"IMAGE","OAS","SSP4","2030","RIC","YENDO",4.60096588134766
"IMAGE","OSA","SSP4","2030","RIC","YENDO",6.58267427928959
"IMAGE","SEA","SSP4","2030","RIC","YENDO",4.5956659100876
"IMAGE","SSA","SSP4","2030","RIC","YENDO",2.44764054164023
"IMAGE","USA","SSP4","2030","RIC","YENDO",8.42484008789063
"IMAGE","WLD","SSP4","2030","RIC","YENDO",5.13754821777344
"IMAGE","BRA","SSP5","2030","RIC","YENDO",4.09177795410156
"IMAGE","CHN","SSP5","2030","RIC","YENDO",8.77776428222656
"IMAGE","IND","SSP5","2030","RIC","YENDO",3.78092010498047
"IMAGE","OAS","SSP5","2030","RIC","YENDO",4.41064910888672
"IMAGE","OSA","SSP5","2030","RIC","YENDO",6.54551641450216
"IMAGE","SEA","SSP5","2030","RIC","YENDO",4.48809428961058
"IMAGE","SSA","SSP5","2030","RIC","YENDO",2.33670638900358
"IMAGE","USA","SSP5","2030","RIC","YENDO",8.00392883300781
"IMAGE","WLD","SSP5","2030","RIC","YENDO",5.03211303710937
"IMAGE","BRA","SSP2_noT_CO2","2030","RIC","YENDO",4.04665100097656
"IMAGE","CHN","SSP2_noT_CO2","2030","RIC","YENDO",8.950341796875
"IMAGE","IND","SSP2_noT_CO2","2030","RIC","YENDO",4.07225708007813
"IMAGE","OAS","SSP2_noT_CO2","2030","RIC","YENDO",4.75354797363281
"IMAGE","OSA","SSP2_noT_CO2","2030","RIC","YENDO",6.49659123872053
"IMAGE","SEA","SSP2_noT_CO2","2030","RIC","YENDO",4.67828416338564
