"Model","Region","Scenario","Year","Item","Variable","value"
"MAGNET","IND","SSP5","2050","CGR","YEXO",1.273828113
"AIM/CGE","OSA","SSP5","2050","CGR","YEXO",5.27645753190719
"FARM","OSA","SSP5","2050","CGR","YEXO",6.693344151
"IMAGE","OSA","SSP5","2050","CGR","YEXO",4.79485339257886
"IMPACT","OSA","SSP5","2050","CGR","YEXO",0.95255524
"MAGNET","OSA","SSP5","2050","CGR","YEXO",1.432777087
"AIM/CGE","SEA","SSP5","2050","CGR","YEXO",6.79144626654551
"FARM","SEA","SSP5","2050","CGR","YEXO",5.48475116
"IMAGE","SEA","SSP5","2050","CGR","YEXO",4.22144388474841
"IMPACT","SEA","SSP5","2050","CGR","YEXO",0.45276272
"MAGNET","SEA","SSP5","2050","CGR","YEXO",1.32473185
"AIM/CGE","SSA","SSP5","2050","CGR","YEXO",1.7270424722284
"FARM","SSA","SSP5","2050","CGR","YEXO",2.611748297
"IMAGE","SSA","SSP5","2050","CGR","YEXO",1.81700872032092
"IMPACT","SSA","SSP5","2050","CGR","YEXO",1.1208698
"MAGNET","SSA","SSP5","2050","CGR","YEXO",1.5752396
"AIM/CGE","USA","SSP5","2050","CGR","YEXO",11.0067845581356
"FARM","USA","SSP5","2050","CGR","YEXO",14.53827027
"IMAGE","USA","SSP5","2050","CGR","YEXO",10.9387805175781
"IMPACT","USA","SSP5","2050","CGR","YEXO",0.79557389
"MAGNET","USA","SSP5","2050","CGR","YEXO",1.175953183
"AIM/CGE","WLD","SSP5","2050","CGR","YEXO",1.69694630966472
"FARM","WLD","SSP5","2050","CGR","YEXO",6.591429694
"IMAGE","WLD","SSP5","2050","CGR","YEXO",4.34886596679688
"IMPACT","WLD","SSP5","2050","CGR","YEXO",0.81593764
"MAGNET","WLD","SSP5","2050","CGR","YEXO",1.308447814
"IMAGE","BRA","SSP2_noT_CO2","2050","CGR","YEXO",4.01757598876953
"IMAGE","CHN","SSP2_noT_CO2","2050","CGR","YEXO",5.48995300292969
"IMAGE","EUR","SSP2_noT_CO2","2050","CGR","YEXO",8.45147452286113
"IMAGE","IND","SSP2_noT_CO2","2050","CGR","YEXO",1.38901397705078
"IMAGE","OSA","SSP2_noT_CO2","2050","CGR","YEXO",4.65727733009508
"IMAGE","SEA","SSP2_noT_CO2","2050","CGR","YEXO",4.08647510203898
"IMAGE","SSA","SSP2_noT_CO2","2050","CGR","YEXO",1.71166430160904
"IMAGE","USA","SSP2_noT_CO2","2050","CGR","YEXO",11.6016394042969
"IMAGE","WLD","SSP2_noT_CO2","2050","CGR","YEXO",4.07223388671875
"IMAGE","BRA","SSP2_noT_noCO2","2050","CGR","YEXO",3.97813812255859
"IMAGE","CHN","SSP2_noT_noCO2","2050","CGR","YEXO",5.27134887695312
"IMAGE","EUR","SSP2_noT_noCO2","2050","CGR","YEXO",7.8488121500604
"IMAGE","IND","SSP2_noT_noCO2","2050","CGR","YEXO",1.35219802856445
"IMAGE","OSA","SSP2_noT_noCO2","2050","CGR","YEXO",4.49295741094132
"IMAGE","SEA","SSP2_noT_noCO2","2050","CGR","YEXO",4.07192547818699
"IMAGE","SSA","SSP2_noT_noCO2","2050","CGR","YEXO",1.64602637221008
"IMAGE","USA","SSP2_noT_noCO2","2050","CGR","YEXO",10.9725
"IMAGE","WLD","SSP2_noT_noCO2","2050","CGR","YEXO",3.9475390625
"IMAGE","BRA","SSP2_noTCrops_CO2","2050","CGR","YEXO",4.08080200195313
"IMAGE","CHN","SSP2_noTCrops_CO2","2050","CGR","YEXO",5.36162719726563
"IMAGE","EUR","SSP2_noTCrops_CO2","2050","CGR","YEXO",7.5712038621092
"IMAGE","IND","SSP2_noTCrops_CO2","2050","CGR","YEXO",1.36213302612305
"IMAGE","OSA","SSP2_noTCrops_CO2","2050","CGR","YEXO",4.52174358224804
"IMAGE","SEA","SSP2_noTCrops_CO2","2050","CGR","YEXO",4.14577695302141
"IMAGE","SSA","SSP2_noTCrops_CO2","2050","CGR","YEXO",1.70560234191204
"IMAGE","USA","SSP2_noTCrops_CO2","2050","CGR","YEXO",10.31998046875
"IMAGE","WLD","SSP2_noTCrops_CO2","2050","CGR","YEXO",3.96666687011719
"IMAGE","BRA","SSP2_T_CO2","2050","CGR","YEXO",3.78939392089844
"IMAGE","CHN","SSP2_T_CO2","2050","CGR","YEXO",5.35033081054688
"IMAGE","EUR","SSP2_T_CO2","2050","CGR","YEXO",8.88659180084133
"IMAGE","IND","SSP2_T_CO2","2050","CGR","YEXO",1.28446502685547
"IMAGE","OSA","SSP2_T_CO2","2050","CGR","YEXO",4.52801734187425
"IMAGE","SEA","SSP2_T_CO2","2050","CGR","YEXO",3.83791436384029
"IMAGE","SSA","SSP2_T_CO2","2050","CGR","YEXO",1.60673275465191
"IMAGE","USA","SSP2_T_CO2","2050","CGR","YEXO",11.4543200683594
"IMAGE","WLD","SSP2_T_CO2","2050","CGR","YEXO",3.88321197509766
"IMAGE","BRA","SSP2_T_noCO2","2050","CGR","YEXO",3.76851806640625
"IMAGE","CHN","SSP2_T_noCO2","2050","CGR","YEXO",5.17702087402344
"IMAGE","EUR","SSP2_T_noCO2","2050","CGR","YEXO",8.06076981948486
"IMAGE","IND","SSP2_T_noCO2","2050","CGR","YEXO",1.24265296936035
"IMAGE","OSA","SSP2_T_noCO2","2050","CGR","YEXO",4.34607561423555
"IMAGE","SEA","SSP2_T_noCO2","2050","CGR","YEXO",3.81765162536227
"IMAGE","SSA","SSP2_T_noCO2","2050","CGR","YEXO",1.53319762932048
"IMAGE","USA","SSP2_T_noCO2","2050","CGR","YEXO",11.0492102050781
"IMAGE","WLD","SSP2_T_noCO2","2050","CGR","YEXO",3.77676910400391
"IMAGE","BRA","SSP1","2005","RIC","YEXO",3.62332611083984
"IMAGE","CHN","SSP1","2005","RIC","YEXO",6.63062072753906
"IMAGE","IND","SSP1","2005","RIC","YEXO",3.12975311279297
"IMAGE","OAS","SSP1","2005","RIC","YEXO",3.672919921875
"IMAGE","OSA","SSP1","2005","RIC","YEXO",4.8763433499646
"IMAGE","SEA","SSP1","2005","RIC","YEXO",4.0809824267799
"IMAGE","SSA","SSP1","2005","RIC","YEXO",1.76332874640869
"IMAGE","USA","SSP1","2005","RIC","YEXO",7.38712890625
"IMAGE","WLD","SSP1","2005","RIC","YEXO",4.16246887207031
"IMAGE","BRA","SSP2","2005","RIC","YEXO",3.62273101806641
"IMAGE","CHN","SSP2","2005","RIC","YEXO",6.62943420410156
"IMAGE","IND","SSP2","2005","RIC","YEXO",3.13402008056641
"IMAGE","OAS","SSP2","2005","RIC","YEXO",3.65309204101563
"IMAGE","OSA","SSP2","2005","RIC","YEXO",4.87566152902432
"IMAGE","SEA","SSP2","2005","RIC","YEXO",4.08064932671401
"IMAGE","SSA","SSP2","2005","RIC","YEXO",1.79149571761099
"IMAGE","USA","SSP2","2005","RIC","YEXO",7.49773986816406
"IMAGE","WLD","SSP2","2005","RIC","YEXO",4.16537109375
"IMAGE","BRA","SSP3","2005","RIC","YEXO",3.62279510498047
"IMAGE","CHN","SSP3","2005","RIC","YEXO",6.62945190429688
"IMAGE","IND","SSP3","2005","RIC","YEXO",3.13404510498047
"IMAGE","OAS","SSP3","2005","RIC","YEXO",3.65422088623047
"IMAGE","OSA","SSP3","2005","RIC","YEXO",4.87539110672128
"IMAGE","SEA","SSP3","2005","RIC","YEXO",4.0805758061076
"IMAGE","SSA","SSP3","2005","RIC","YEXO",1.79128192115799
"IMAGE","USA","SSP3","2005","RIC","YEXO",7.50585815429687
"IMAGE","WLD","SSP3","2005","RIC","YEXO",4.16551513671875
"IMAGE","BRA","SSP4","2005","RIC","YEXO",3.62265411376953
"IMAGE","CHN","SSP4","2005","RIC","YEXO",6.62936706542969
"IMAGE","IND","SSP4","2005","RIC","YEXO",3.13400390625
"IMAGE","OAS","SSP4","2005","RIC","YEXO",3.65155914306641
"IMAGE","OSA","SSP4","2005","RIC","YEXO",4.87615105322696
"IMAGE","SEA","SSP4","2005","RIC","YEXO",4.08034725274391
"IMAGE","SSA","SSP4","2005","RIC","YEXO",1.79316829039257
"IMAGE","USA","SSP4","2005","RIC","YEXO",7.50221130371094
"IMAGE","WLD","SSP4","2005","RIC","YEXO",4.16533386230469
"IMAGE","BRA","SSP5","2005","RIC","YEXO",3.62265502929688
"IMAGE","CHN","SSP5","2005","RIC","YEXO",6.62936706542969
"IMAGE","IND","SSP5","2005","RIC","YEXO",3.13400390625
"IMAGE","OAS","SSP5","2005","RIC","YEXO",3.65158294677734
"IMAGE","OSA","SSP5","2005","RIC","YEXO",4.87615105322696
"IMAGE","SEA","SSP5","2005","RIC","YEXO",4.08034533264404
"IMAGE","SSA","SSP5","2005","RIC","YEXO",1.79316779580932
"IMAGE","USA","SSP5","2005","RIC","YEXO",7.50171508789063
"IMAGE","WLD","SSP5","2005","RIC","YEXO",4.1653271484375
"IMAGE","BRA","SSP2_noT_CO2","2005","RIC","YEXO",3.63092498779297
"IMAGE","CHN","SSP2_noT_CO2","2005","RIC","YEXO",6.62878723144531
"IMAGE","IND","SSP2_noT_CO2","2005","RIC","YEXO",3.12769287109375
"IMAGE","OAS","SSP2_noT_CO2","2005","RIC","YEXO",3.671796875
"IMAGE","OSA","SSP2_noT_CO2","2005","RIC","YEXO",4.86941676475246
"IMAGE","SEA","SSP2_noT_CO2","2005","RIC","YEXO",4.07976937013958
"IMAGE","SSA","SSP2_noT_CO2","2005","RIC","YEXO",1.78667055376392
"IMAGE","USA","SSP2_noT_CO2","2005","RIC","YEXO",7.28773071289063
"IMAGE","WLD","SSP2_noT_CO2","2005","RIC","YEXO",4.16368408203125
"IMAGE","BRA","SSP2_noT_noCO2","2005","RIC","YEXO",3.63092498779297
"IMAGE","CHN","SSP2_noT_noCO2","2005","RIC","YEXO",6.62878723144531
"IMAGE","IND","SSP2_noT_noCO2","2005","RIC","YEXO",3.12769287109375
"IMAGE","OAS","SSP2_noT_noCO2","2005","RIC","YEXO",3.671796875
"IMAGE","OSA","SSP2_noT_noCO2","2005","RIC","YEXO",4.86941676475246
"IMAGE","SEA","SSP2_noT_noCO2","2005","RIC","YEXO",4.07976937013958
"IMAGE","SSA","SSP2_noT_noCO2","2005","RIC","YEXO",1.78667055376392
"IMAGE","USA","SSP2_noT_noCO2","2005","RIC","YEXO",7.28773071289063
"IMAGE","WLD","SSP2_noT_noCO2","2005","RIC","YEXO",4.16368408203125
"IMAGE","BRA","SSP2_noTCrops_CO2","2005","RIC","YEXO",3.63092498779297
"IMAGE","CHN","SSP2_noTCrops_CO2","2005","RIC","YEXO",6.62878723144531
"IMAGE","IND","SSP2_noTCrops_CO2","2005","RIC","YEXO",3.12769287109375
"IMAGE","OAS","SSP2_noTCrops_CO2","2005","RIC","YEXO",3.671796875
"IMAGE","OSA","SSP2_noTCrops_CO2","2005","RIC","YEXO",4.86941676475246
"IMAGE","SEA","SSP2_noTCrops_CO2","2005","RIC","YEXO",4.07976937013958
"IMAGE","SSA","SSP2_noTCrops_CO2","2005","RIC","YEXO",1.78667055376392
"IMAGE","USA","SSP2_noTCrops_CO2","2005","RIC","YEXO",7.28773071289063
"IMAGE","WLD","SSP2_noTCrops_CO2","2005","RIC","YEXO",4.16368408203125
"IMAGE","BRA","SSP2_T_CO2","2005","RIC","YEXO",3.63092498779297
"IMAGE","CHN","SSP2_T_CO2","2005","RIC","YEXO",6.62878723144531
"IMAGE","IND","SSP2_T_CO2","2005","RIC","YEXO",3.12769287109375
"IMAGE","OAS","SSP2_T_CO2","2005","RIC","YEXO",3.671796875
"IMAGE","OSA","SSP2_T_CO2","2005","RIC","YEXO",4.86941676475246
"IMAGE","SEA","SSP2_T_CO2","2005","RIC","YEXO",4.07976937013958
"IMAGE","SSA","SSP2_T_CO2","2005","RIC","YEXO",1.78667055376392
"IMAGE","USA","SSP2_T_CO2","2005","RIC","YEXO",7.28773071289063
"IMAGE","WLD","SSP2_T_CO2","2005","RIC","YEXO",4.16368408203125
"IMAGE","BRA","SSP2_T_noCO2","2005","RIC","YEXO",3.63092498779297
"IMAGE","CHN","SSP2_T_noCO2","2005","RIC","YEXO",6.62878723144531
"IMAGE","IND","SSP2_T_noCO2","2005","RIC","YEXO",3.12769287109375
"IMAGE","OAS","SSP2_T_noCO2","2005","RIC","YEXO",3.671796875
"IMAGE","OSA","SSP2_T_noCO2","2005","RIC","YEXO",4.86941676475246
"IMAGE","SEA","SSP2_T_noCO2","2005","RIC","YEXO",4.07976937013958
"IMAGE","SSA","SSP2_T_noCO2","2005","RIC","YEXO",1.78667055376392
"IMAGE","USA","SSP2_T_noCO2","2005","RIC","YEXO",7.28773071289063
"IMAGE","WLD","SSP2_T_noCO2","2005","RIC","YEXO",4.16368408203125
"AIM/CGE","BRA","SSP1","2010","RIC","YEXO",3.160416540599
"FARM","BRA","SSP1","2010","RIC","YEXO",4.121499208
"IMAGE","BRA","SSP1","2010","RIC","YEXO",3.83472808837891
"IMPACT","BRA","SSP1","2010","RIC","YEXO",1.8489174
"MAGNET","BRA","SSP1","2010","RIC","YEXO",1.032182772
"AIM/CGE","CHN","SSP1","2010","RIC","YEXO",5.64328670904488
"FARM","CHN","SSP1","2010","RIC","YEXO",6.665685679
"IMAGE","CHN","SSP1","2010","RIC","YEXO",6.70542785644531
"IMPACT","CHN","SSP1","2010","RIC","YEXO",0.0126
"MAGNET","CHN","SSP1","2010","RIC","YEXO",1.005065197
"AIM/CGE","IND","SSP1","2010","RIC","YEXO",2.96839618359397
"FARM","IND","SSP1","2010","RIC","YEXO",3.423442679
"IMAGE","IND","SSP1","2010","RIC","YEXO",3.37567596435547
"IMPACT","IND","SSP1","2010","RIC","YEXO",1.3739181
"MAGNET","IND","SSP1","2010","RIC","YEXO",1.043280969
"AIM/CGE","OAS","SSP1","2010","RIC","YEXO",3.26204118421379
"FARM","OAS","SSP1","2010","RIC","YEXO",3.987067581
"IMAGE","OAS","SSP1","2010","RIC","YEXO",3.96198303222656
"IMPACT","OAS","SSP1","2010","RIC","YEXO",1.8131448
"AIM/CGE","OSA","SSP1","2010","RIC","YEXO",4.18461263670882
"FARM","OSA","SSP1","2010","RIC","YEXO",5.339127385
"IMAGE","OSA","SSP1","2010","RIC","YEXO",5.04517502614231
"IMPACT","OSA","SSP1","2010","RIC","YEXO",1.080856
"MAGNET","OSA","SSP1","2010","RIC","YEXO",1.018818871
"AIM/CGE","SEA","SSP1","2010","RIC","YEXO",3.72082975111808
"FARM","SEA","SSP1","2010","RIC","YEXO",4.29849606
"IMAGE","SEA","SSP1","2010","RIC","YEXO",4.21826090132516
"IMPACT","SEA","SSP1","2010","RIC","YEXO",1.9819726
"MAGNET","SEA","SSP1","2010","RIC","YEXO",1.018307644
"AIM/CGE","SSA","SSP1","2010","RIC","YEXO",1.56680335932256
"FARM","SSA","SSP1","2010","RIC","YEXO",1.986219724
"IMAGE","SSA","SSP1","2010","RIC","YEXO",1.88903999403684
"IMPACT","SSA","SSP1","2010","RIC","YEXO",1.5279551
"MAGNET","SSA","SSP1","2010","RIC","YEXO",1.038682217
"AIM/CGE","USA","SSP1","2010","RIC","YEXO",6.78207329445908
"FARM","USA","SSP1","2010","RIC","YEXO",8.356085168
"IMAGE","USA","SSP1","2010","RIC","YEXO",7.50218872070313
"IMPACT","USA","SSP1","2010","RIC","YEXO",1.688318
"MAGNET","USA","SSP1","2010","RIC","YEXO",1.008416777
"AIM/CGE","WLD","SSP1","2010","RIC","YEXO",1.0579552028291
"FARM","WLD","SSP1","2010","RIC","YEXO",4.426132303
"IMAGE","WLD","SSP1","2010","RIC","YEXO",4.32667785644531
"IMPACT","WLD","SSP1","2010","RIC","YEXO",0.29697323
"MAGNET","WLD","SSP1","2010","RIC","YEXO",1.025880777
"AIM/CGE","BRA","SSP2","2010","RIC","YEXO",3.12229093572383
"FARM","BRA","SSP2","2010","RIC","YEXO",4.079745056
"IMAGE","BRA","SSP2","2010","RIC","YEXO",3.80394897460938
"IMPACT","BRA","SSP2","2010","RIC","YEXO",1.8489174
"MAGNET","BRA","SSP2","2010","RIC","YEXO",1.032182772
"AIM/CGE","CHN","SSP2","2010","RIC","YEXO",5.61073111826081
"FARM","CHN","SSP2","2010","RIC","YEXO",6.598562828
"IMAGE","CHN","SSP2","2010","RIC","YEXO",6.69198791503906
"IMPACT","CHN","SSP2","2010","RIC","YEXO",0.0126
"MAGNET","CHN","SSP2","2010","RIC","YEXO",1.005065197
"AIM/CGE","IND","SSP2","2010","RIC","YEXO",2.93709201592379
"FARM","IND","SSP2","2010","RIC","YEXO",3.388922863
"IMAGE","IND","SSP2","2010","RIC","YEXO",3.35786590576172
"IMPACT","IND","SSP2","2010","RIC","YEXO",1.3739181
"MAGNET","IND","SSP2","2010","RIC","YEXO",1.043280969
"AIM/CGE","OAS","SSP2","2010","RIC","YEXO",3.22773441914824
"FARM","OAS","SSP2","2010","RIC","YEXO",3.94663383
"IMAGE","OAS","SSP2","2010","RIC","YEXO",3.91402709960937
"IMPACT","OAS","SSP2","2010","RIC","YEXO",1.8131448
"AIM/CGE","OSA","SSP2","2010","RIC","YEXO",4.16137217618048
"FARM","OSA","SSP2","2010","RIC","YEXO",5.285273302
"IMAGE","OSA","SSP2","2010","RIC","YEXO",5.02461037505223
"IMPACT","OSA","SSP2","2010","RIC","YEXO",1.080856
"MAGNET","OSA","SSP2","2010","RIC","YEXO",1.018818871
"AIM/CGE","SEA","SSP2","2010","RIC","YEXO",3.6793796622519
"FARM","SEA","SSP2","2010","RIC","YEXO",4.254997162
"IMAGE","SEA","SSP2","2010","RIC","YEXO",4.19708573263952
"IMPACT","SEA","SSP2","2010","RIC","YEXO",1.9819726
"MAGNET","SEA","SSP2","2010","RIC","YEXO",1.018307644
"AIM/CGE","SSA","SSP2","2010","RIC","YEXO",1.55019335680806
"FARM","SSA","SSP2","2010","RIC","YEXO",1.965872267
"IMAGE","SSA","SSP2","2010","RIC","YEXO",1.89245379228188
"IMPACT","SSA","SSP2","2010","RIC","YEXO",1.5279551
"MAGNET","SSA","SSP2","2010","RIC","YEXO",1.038682217
"AIM/CGE","USA","SSP2","2010","RIC","YEXO",6.73888015297875
"FARM","USA","SSP2","2010","RIC","YEXO",8.356100463
"IMAGE","USA","SSP2","2010","RIC","YEXO",7.59961486816406
"IMPACT","USA","SSP2","2010","RIC","YEXO",1.688318
"MAGNET","USA","SSP2","2010","RIC","YEXO",1.008416777
"AIM/CGE","WLD","SSP2","2010","RIC","YEXO",1.04872437807551
"FARM","WLD","SSP2","2010","RIC","YEXO",4.382457877
"IMAGE","WLD","SSP2","2010","RIC","YEXO",4.30177307128906
"IMPACT","WLD","SSP2","2010","RIC","YEXO",0.29697323
"MAGNET","WLD","SSP2","2010","RIC","YEXO",1.025880777
"AIM/CGE","BRA","SSP3","2010","RIC","YEXO",3.07140111999114
"FARM","BRA","SSP3","2010","RIC","YEXO",4.03799709
"IMAGE","BRA","SSP3","2010","RIC","YEXO",3.78877990722656
"IMPACT","BRA","SSP3","2010","RIC","YEXO",1.8489174
"MAGNET","BRA","SSP3","2010","RIC","YEXO",1.032182772
"AIM/CGE","CHN","SSP3","2010","RIC","YEXO",5.5648331021301
"FARM","CHN","SSP3","2010","RIC","YEXO",6.531449797
"IMAGE","CHN","SSP3","2010","RIC","YEXO",6.678408203125
"IMPACT","CHN","SSP3","2010","RIC","YEXO",0.0126
"MAGNET","CHN","SSP3","2010","RIC","YEXO",1.005065197
"AIM/CGE","IND","SSP3","2010","RIC","YEXO",2.88675691728993
"FARM","IND","SSP3","2010","RIC","YEXO",3.354403608
"IMAGE","IND","SSP3","2010","RIC","YEXO",3.33548095703125
"IMPACT","IND","SSP3","2010","RIC","YEXO",1.3739181
"MAGNET","IND","SSP3","2010","RIC","YEXO",1.043280969
"AIM/CGE","OAS","SSP3","2010","RIC","YEXO",3.17829980746265
"FARM","OAS","SSP3","2010","RIC","YEXO",3.906200421
"IMAGE","OAS","SSP3","2010","RIC","YEXO",3.88960998535156
"IMPACT","OAS","SSP3","2010","RIC","YEXO",1.8131448
"AIM/CGE","OSA","SSP3","2010","RIC","YEXO",4.13328836392466
"FARM","OSA","SSP3","2010","RIC","YEXO",5.231424098
"IMAGE","OSA","SSP3","2010","RIC","YEXO",4.99697613156461
"IMPACT","OSA","SSP3","2010","RIC","YEXO",1.080856
"MAGNET","OSA","SSP3","2010","RIC","YEXO",1.018818871
"AIM/CGE","SEA","SSP3","2010","RIC","YEXO",3.6233669943043
"FARM","SEA","SSP3","2010","RIC","YEXO",4.211509666
"IMAGE","SEA","SSP3","2010","RIC","YEXO",4.17678712441192
"IMPACT","SEA","SSP3","2010","RIC","YEXO",1.9819726
"MAGNET","SEA","SSP3","2010","RIC","YEXO",1.018307644
"AIM/CGE","SSA","SSP3","2010","RIC","YEXO",1.52974919647901
"FARM","SSA","SSP3","2010","RIC","YEXO",1.945525013
"IMAGE","SSA","SSP3","2010","RIC","YEXO",1.8772184995827
"IMPACT","SSA","SSP3","2010","RIC","YEXO",1.5279551
"MAGNET","SSA","SSP3","2010","RIC","YEXO",1.038682217
"AIM/CGE","USA","SSP3","2010","RIC","YEXO",6.67268046647218
"FARM","USA","SSP3","2010","RIC","YEXO",8.270909253
"IMAGE","USA","SSP3","2010","RIC","YEXO",7.607841796875
"IMPACT","USA","SSP3","2010","RIC","YEXO",1.688318
"MAGNET","USA","SSP3","2010","RIC","YEXO",1.008416777
"AIM/CGE","WLD","SSP3","2010","RIC","YEXO",1.03449446672467
"FARM","WLD","SSP3","2010","RIC","YEXO",4.338737715
"IMAGE","WLD","SSP3","2010","RIC","YEXO",4.28027099609375
"IMPACT","WLD","SSP3","2010","RIC","YEXO",0.29697323
"MAGNET","WLD","SSP3","2010","RIC","YEXO",1.025880777
"AIM/CGE","BRA","SSP4","2010","RIC","YEXO",3.12229093572383
"FARM","BRA","SSP4","2010","RIC","YEXO",4.079745056
"IMAGE","BRA","SSP4","2010","RIC","YEXO",3.79900604248047
"IMPACT","BRA","SSP4","2010","RIC","YEXO",1.8489174
"MAGNET","BRA","SSP4","2010","RIC","YEXO",1.032182772
"AIM/CGE","CHN","SSP4","2010","RIC","YEXO",5.61073111826081
"FARM","CHN","SSP4","2010","RIC","YEXO",6.598562828
"IMAGE","CHN","SSP4","2010","RIC","YEXO",6.66064392089844
"IMPACT","CHN","SSP4","2010","RIC","YEXO",0.0126
"MAGNET","CHN","SSP4","2010","RIC","YEXO",1.005065197
"AIM/CGE","IND","SSP4","2010","RIC","YEXO",2.93709201592379
"FARM","IND","SSP4","2010","RIC","YEXO",3.354406709
"IMAGE","IND","SSP4","2010","RIC","YEXO",3.33734985351562
"IMPACT","IND","SSP4","2010","RIC","YEXO",1.3739181
"MAGNET","IND","SSP4","2010","RIC","YEXO",1.043280969
"AIM/CGE","OAS","SSP4","2010","RIC","YEXO",3.19363143180751
"FARM","OAS","SSP4","2010","RIC","YEXO",3.906201372
"IMAGE","OAS","SSP4","2010","RIC","YEXO",3.88867309570313
"IMPACT","OAS","SSP4","2010","RIC","YEXO",1.8131448
"AIM/CGE","OSA","SSP4","2010","RIC","YEXO",4.14405399893851
"FARM","OSA","SSP4","2010","RIC","YEXO",5.285273302
"IMAGE","OSA","SSP4","2010","RIC","YEXO",5.00111400586405
"IMPACT","OSA","SSP4","2010","RIC","YEXO",1.080856
"MAGNET","OSA","SSP4","2010","RIC","YEXO",1.018818871
"AIM/CGE","SEA","SSP4","2010","RIC","YEXO",3.64182402685124
"FARM","SEA","SSP4","2010","RIC","YEXO",4.254997162
"IMAGE","SEA","SSP4","2010","RIC","YEXO",4.16849651314829
"IMPACT","SEA","SSP4","2010","RIC","YEXO",1.9819726
"MAGNET","SEA","SSP4","2010","RIC","YEXO",1.018307644
"AIM/CGE","SSA","SSP4","2010","RIC","YEXO",1.53646310364515
"FARM","SSA","SSP4","2010","RIC","YEXO",1.9455203
"IMAGE","SSA","SSP4","2010","RIC","YEXO",1.86836207956014
"IMPACT","SSA","SSP4","2010","RIC","YEXO",1.5279551
"MAGNET","SSA","SSP4","2010","RIC","YEXO",1.038682217
"AIM/CGE","USA","SSP4","2010","RIC","YEXO",6.78207329445908
"FARM","USA","SSP4","2010","RIC","YEXO",8.441314156
"IMAGE","USA","SSP4","2010","RIC","YEXO",7.63895324707031
"IMPACT","USA","SSP4","2010","RIC","YEXO",1.688318
"MAGNET","USA","SSP4","2010","RIC","YEXO",1.008416777
"AIM/CGE","WLD","SSP4","2010","RIC","YEXO",1.04884217454227
"FARM","WLD","SSP4","2010","RIC","YEXO",4.366816897
"IMAGE","WLD","SSP4","2010","RIC","YEXO",4.27954010009766
"IMPACT","WLD","SSP4","2010","RIC","YEXO",0.29697323
"MAGNET","WLD","SSP4","2010","RIC","YEXO",1.025880777
"AIM/CGE","BRA","SSP5","2010","RIC","YEXO",3.160416540599
"FARM","BRA","SSP5","2010","RIC","YEXO",4.12153303
"IMAGE","BRA","SSP5","2010","RIC","YEXO",3.82688507080078
"IMPACT","BRA","SSP5","2010","RIC","YEXO",1.8489174
"MAGNET","BRA","SSP5","2010","RIC","YEXO",1.032182772
"AIM/CGE","CHN","SSP5","2010","RIC","YEXO",5.64328670904488
"FARM","CHN","SSP5","2010","RIC","YEXO",6.665739734
"IMAGE","CHN","SSP5","2010","RIC","YEXO",6.67968200683594
"IMPACT","CHN","SSP5","2010","RIC","YEXO",0.0126
"MAGNET","CHN","SSP5","2010","RIC","YEXO",1.005065197
"AIM/CGE","IND","SSP5","2010","RIC","YEXO",2.96839618359397
"FARM","IND","SSP5","2010","RIC","YEXO",3.423435851
"IMAGE","IND","SSP5","2010","RIC","YEXO",3.36641204833984
"IMPACT","IND","SSP5","2010","RIC","YEXO",1.3739181
"MAGNET","IND","SSP5","2010","RIC","YEXO",1.043280969
"AIM/CGE","OAS","SSP5","2010","RIC","YEXO",3.26204118421379
"FARM","OAS","SSP5","2010","RIC","YEXO",3.987065318
"IMAGE","OAS","SSP5","2010","RIC","YEXO",3.92189514160156
"IMPACT","OAS","SSP5","2010","RIC","YEXO",1.8131448
"AIM/CGE","OSA","SSP5","2010","RIC","YEXO",4.18461263670882
"FARM","OSA","SSP5","2010","RIC","YEXO",5.339154073
"IMAGE","OSA","SSP5","2010","RIC","YEXO",5.04338573697307
"IMPACT","OSA","SSP5","2010","RIC","YEXO",1.080856
"MAGNET","OSA","SSP5","2010","RIC","YEXO",1.018818871
"AIM/CGE","SEA","SSP5","2010","RIC","YEXO",3.72082975111808
"FARM","SEA","SSP5","2010","RIC","YEXO",4.298557862
"IMAGE","SEA","SSP5","2010","RIC","YEXO",4.19860124260434
"IMPACT","SEA","SSP5","2010","RIC","YEXO",1.9819726
"MAGNET","SEA","SSP5","2010","RIC","YEXO",1.018307644
"AIM/CGE","SSA","SSP5","2010","RIC","YEXO",1.56680335932256
"FARM","SSA","SSP5","2010","RIC","YEXO",1.986229046
"IMAGE","SSA","SSP5","2010","RIC","YEXO",1.90734684810353
"IMPACT","SSA","SSP5","2010","RIC","YEXO",1.5279551
"MAGNET","SSA","SSP5","2010","RIC","YEXO",1.038682217
"AIM/CGE","USA","SSP5","2010","RIC","YEXO",6.78207329445908
"FARM","USA","SSP5","2010","RIC","YEXO",8.441337104
"IMAGE","USA","SSP5","2010","RIC","YEXO",7.64715026855469
"IMPACT","USA","SSP5","2010","RIC","YEXO",1.688318
"MAGNET","USA","SSP5","2010","RIC","YEXO",1.008416777
"AIM/CGE","WLD","SSP5","2010","RIC","YEXO",1.0579552028291
"FARM","WLD","SSP5","2010","RIC","YEXO",4.426971834
"IMAGE","WLD","SSP5","2010","RIC","YEXO",4.30933288574219
"IMPACT","WLD","SSP5","2010","RIC","YEXO",0.29697323
